7,99,69.279135844991
4,82,69.528098260928
8,51,69.196148373013
5,52,69.445110788949
7,75,69.279135844991
3,78,69.611085732906
7,73,69.279135844991
8,45,69.196148373013
5,77,69.445110788949
4,89,69.528098260928
8,91,69.196148373013
8,79,69.196148373013
3,47,69.611085732906
6,47,69.36212331697
5,79,69.445110788949
2,72,69.694073204885
8,73,69.196148373013
6,83,69.36212331697
2,54,69.694073204885
5,75,69.445110788949
1,99,69.777060676864
6,96,69.36212331697
9,74,69.113160901034
1,85,69.777060676864
3,61,69.611085732906
7,62,69.279135844991
4,79,69.528098260928
9,84,69.113160901034
3,94,69.611085732906
5,90,69.445110788949
3,61,69.611085732906
7,44,69.279135844991
5,70,69.445110788949
9,52,69.113160901034
7,67,69.279135844991
2,97,69.694073204885
4,59,69.528098260928
9,72,69.113160901034
2,55,69.694073204885
9,68,69.113160901034
5,62,69.445110788949
2,63,69.694073204885
4,73,69.528098260928
7,46,69.279135844991
8,77,69.196148373013
3,76,69.611085732906
1,43,69.777060676864
4,73,69.528098260928
2,81,69.694073204885
8,61,69.196148373013
4,44,69.528098260928
2,89,69.694073204885
6,81,69.36212331697
6,62,69.36212331697
4,93,69.528098260928
6,99,69.36212331697
2,54,69.694073204885
2,70,69.694073204885
4,98,69.528098260928
8,48,69.196148373013
7,82,69.279135844991
9,97,69.113160901034
8,92,69.196148373013
5,64,69.445110788949
2,64,69.694073204885
5,88,69.445110788949
8,60,69.196148373013
9,48,69.113160901034
9,94,69.113160901034
1,87,69.777060676864
9,77,69.113160901034
7,61,69.279135844991
9,82,69.113160901034
8,62,69.196148373013
1,88,69.777060676864
8,43,69.196148373013
8,68,69.196148373013
3,54,69.611085732906
1,40,69.777060676864
8,93,69.196148373013
3,69,69.611085732906
3,68,69.611085732906
1,59,69.777060676864
5,72,69.445110788949
7,80,69.279135844991
9,83,69.113160901034
7,75,69.279135844991
9,99,69.113160901034
8,61,69.196148373013
2,52,69.694073204885
1,46,69.777060676864
7,47,69.279135844991
7,67,69.279135844991
8,84,69.196148373013
5,82,69.445110788949
3,48,69.611085732906
8,64,69.196148373013
6,95,69.36212331697
3,55,69.611085732906
1,49,69.777060676864
3,50,69.611085732906
5,70,69.445110788949
3,51,69.611085732906
1,99,69.777060676864
5,70,69.445110788949
7,53,69.279135844991
7,90,69.279135844991
9,83,69.113160901034
3,71,69.611085732906
7,89,69.279135844991
1,92,69.777060676864
4,56,69.528098260928
4,74,69.528098260928
5,40,69.445110788949
7,68,69.279135844991
7,90,69.279135844991
4,43,69.528098260928
7,62,69.279135844991
3,67,69.611085732906
6,55,69.36212331697
2,51,69.694073204885
9,92,69.113160901034
5,60,69.445110788949
6,84,69.36212331697
4,56,69.528098260928
7,79,69.279135844991
9,52,69.113160901034
7,91,69.279135844991
1,97,69.777060676864
1,71,69.777060676864
9,76,69.113160901034
9,89,69.113160901034
4,54,69.528098260928
9,51,69.113160901034
3,88,69.611085732906
7,96,69.279135844991
6,54,69.36212331697
8,73,69.196148373013
9,45,69.113160901034
5,56,69.445110788949
1,87,69.777060676864
3,88,69.611085732906
8,96,69.196148373013
6,59,69.36212331697
8,48,69.196148373013
9,98,69.113160901034
4,44,69.528098260928
1,62,69.777060676864
1,72,69.777060676864
4,77,69.528098260928
7,95,69.279135844991
2,53,69.694073204885
3,56,69.611085732906
1,96,69.777060676864
5,58,69.445110788949
1,72,69.777060676864
8,40,69.196148373013
1,52,69.777060676864
1,85,69.777060676864
2,66,69.694073204885
2,45,69.694073204885
6,98,69.36212331697
7,45,69.279135844991
5,72,69.445110788949
1,69,69.777060676864
1,85,69.777060676864
3,74,69.611085732906
2,62,69.694073204885
5,49,69.445110788949
6,90,69.36212331697
7,58,69.279135844991
4,90,69.528098260928
7,67,69.279135844991
8,62,69.196148373013
1,43,69.777060676864
6,59,69.36212331697
8,58,69.196148373013
5,81,69.445110788949
4,66,69.528098260928
2,96,69.694073204885
6,73,69.36212331697
6,43,69.36212331697
1,95,69.777060676864
9,77,69.113160901034
6,46,69.36212331697
3,87,69.611085732906
4,46,69.528098260928
4,89,69.528098260928
3,91,69.611085732906
3,65,69.611085732906
3,65,69.611085732906
4,93,69.528098260928
7,58,69.279135844991
4,48,69.528098260928
9,59,69.113160901034
1,81,69.777060676864
8,84,69.196148373013
7,89,69.279135844991
2,55,69.694073204885
8,93,69.196148373013
1,56,69.777060676864
9,61,69.113160901034
9,52,69.113160901034
2,51,69.694073204885
7,49,69.279135844991
3,40,69.611085732906
7,71,69.279135844991
9,69,69.113160901034
4,47,69.528098260928
1,60,69.777060676864
2,61,69.694073204885
1,57,69.777060676864
5,41,69.445110788949
5,87,69.445110788949
7,83,69.279135844991
9,48,69.113160901034
9,42,69.113160901034
3,93,69.611085732906
3,65,69.611085732906
3,60,69.611085732906
4,69,69.528098260928
8,67,69.196148373013
6,75,69.36212331697
8,65,69.196148373013
1,73,69.777060676864
8,47,69.196148373013
4,49,69.528098260928
1,87,69.777060676864
8,94,69.196148373013
4,82,69.528098260928
6,89,69.36212331697
8,93,69.196148373013
4,53,69.528098260928
3,79,69.611085732906
9,94,69.113160901034
3,54,69.611085732906
9,56,69.113160901034
2,92,69.694073204885
2,57,69.694073204885
2,71,69.694073204885
6,77,69.36212331697
3,62,69.611085732906
9,85,69.113160901034
4,62,69.528098260928
1,74,69.777060676864
4,78,69.528098260928
1,54,69.777060676864
5,92,69.445110788949
4,63,69.528098260928
8,67,69.196148373013
8,55,69.196148373013
7,55,69.279135844991
3,79,69.611085732906
1,78,69.777060676864
1,45,69.777060676864
3,41,69.611085732906
6,93,69.36212331697
7,52,69.279135844991
6,83,69.36212331697
6,86,69.36212331697
6,98,69.36212331697
3,48,69.611085732906
6,73,69.36212331697
8,56,69.196148373013
2,66,69.694073204885
5,68,69.445110788949
1,76,69.777060676864
1,82,69.777060676864
5,61,69.445110788949
3,90,69.611085732906
4,63,69.528098260928
3,46,69.611085732906
1,73,69.777060676864
1,87,69.777060676864
5,51,69.445110788949
6,62,69.36212331697
3,54,69.611085732906
9,72,69.113160901034
5,96,69.445110788949
8,52,69.196148373013
1,62,69.777060676864
5,77,69.445110788949
3,71,69.611085732906
1,84,69.777060676864
4,89,69.528098260928
5,74,69.445110788949
7,40,69.279135844991
1,86,69.777060676864
3,97,69.611085732906
2,84,69.694073204885
9,44,69.113160901034
6,96,69.36212331697
3,52,69.611085732906
8,93,69.196148373013
8,44,69.196148373013
2,99,69.694073204885
6,71,69.36212331697
7,90,69.279135844991
2,60,69.694073204885
2,63,69.694073204885
1,99,69.777060676864
8,57,69.196148373013
1,60,69.777060676864
9,93,69.113160901034
6,49,69.36212331697
7,63,69.279135844991
7,79,69.279135844991
3,86,69.611085732906
2,60,69.694073204885
9,64,69.113160901034
8,91,69.196148373013
7,99,69.279135844991
9,96,69.113160901034
4,98,69.528098260928
4,62,69.528098260928
1,61,69.777060676864
8,43,69.196148373013
3,73,69.611085732906
7,95,69.279135844991
2,45,69.694073204885
2,67,69.694073204885
7,70,69.279135844991
6,74,69.36212331697
3,78,69.611085732906
9,81,69.113160901034
6,62,69.36212331697
6,45,69.36212331697
1,55,69.777060676864
4,41,69.528098260928
6,63,69.36212331697
6,56,69.36212331697
5,84,69.445110788949
1,40,69.777060676864
8,45,69.196148373013
5,44,69.445110788949
5,96,69.445110788949
7,84,69.279135844991
4,99,69.528098260928
6,94,69.36212331697
4,89,69.528098260928
3,68,69.611085732906
7,51,69.279135844991
8,78,69.196148373013
4,86,69.528098260928
2,42,69.694073204885
3,87,69.611085732906
1,40,69.777060676864
8,66,69.196148373013
3,87,69.611085732906
7,63,69.279135844991
5,83,69.445110788949
5,58,69.445110788949
7,98,69.279135844991
9,47,69.113160901034
5,94,69.445110788949
1,83,69.777060676864
1,86,69.777060676864
2,41,69.694073204885
6,69,69.36212331697
9,69,69.113160901034
8,88,69.196148373013
5,78,69.445110788949
1,84,69.777060676864
7,71,69.279135844991
5,40,69.445110788949
6,77,69.36212331697
7,52,69.279135844991
3,50,69.611085732906
3,49,69.611085732906
5,87,69.445110788949
6,98,69.36212331697
9,65,69.113160901034
5,95,69.445110788949
1,94,69.777060676864
4,59,69.528098260928
5,56,69.445110788949
5,56,69.445110788949
7,43,69.279135844991
4,44,69.528098260928
1,99,69.777060676864
5,62,69.445110788949
7,85,69.279135844991
6,91,69.36212331697
5,49,69.445110788949
4,85,69.528098260928
2,67,69.694073204885
4,72,69.528098260928
3,82,69.611085732906
1,65,69.777060676864
8,94,69.196148373013
5,89,69.445110788949
4,87,69.528098260928
8,68,69.196148373013
7,66,69.279135844991
2,57,69.694073204885
1,79,69.777060676864
4,99,69.528098260928
8,49,69.196148373013
2,97,69.694073204885
3,81,69.611085732906
1,44,69.777060676864
1,49,69.777060676864
3,89,69.611085732906
5,60,69.445110788949
3,63,69.611085732906
1,77,69.777060676864
1,42,69.777060676864
8,79,69.196148373013
2,70,69.694073204885
3,80,69.611085732906
2,76,69.694073204885
3,41,69.611085732906
7,41,69.279135844991
1,78,69.777060676864
8,88,69.196148373013
2,81,69.694073204885
3,83,69.611085732906
9,73,69.113160901034
7,81,69.279135844991
4,59,69.528098260928
5,72,69.445110788949
2,43,69.694073204885
8,84,69.196148373013
4,83,69.528098260928
9,50,69.113160901034
5,81,69.445110788949
9,86,69.113160901034
4,44,69.528098260928
5,64,69.445110788949
9,88,69.113160901034
8,99,69.196148373013
3,76,69.611085732906
1,73,69.777060676864
3,48,69.611085732906
4,45,69.528098260928
2,57,69.694073204885
1,53,69.777060676864
7,58,69.279135844991
8,53,69.196148373013
7,79,69.279135844991
5,56,69.445110788949
1,99,69.777060676864
7,74,69.279135844991
7,68,69.279135844991
9,81,69.113160901034
3,56,69.611085732906
9,98,69.113160901034
1,82,69.777060676864
1,47,69.777060676864
4,40,69.528098260928
9,84,69.113160901034
6,92,69.36212331697
3,75,69.611085732906
1,46,69.777060676864
4,85,69.528098260928
9,44,69.113160901034
3,63,69.611085732906
9,67,69.113160901034
7,82,69.279135844991
4,56,69.528098260928
3,76,69.611085732906
5,59,69.445110788949
